key,en,jp,ch,tc,ru,sp,latam,gr,pl,it,tr,fr,br,pr,kr,hu
splinter_description,Enemies explode into <color=#f5d6c1>3</color> bullets when killed. These bullets deal <color=#f5d6c1>10%</color> damage.,敵は倒されると<color=#f5d6c1>3</color>つの弾に砕ける。 この弾は<color=#f5d6c1>10%</color>のダメージを与える。,敌人在死亡时会向周围发射 <color=#f5d6c1>3</color> 枚子弹。每枚子弹造成 <color=#f5d6c1>10%</color> 伤害。,敵人在死亡時會向周圍發射 <color=#f5d6c1>3</color> 枚子彈。每枚子彈造成 <color=#f5d6c1>10%</color> 傷害。,"При смерти враг взрывается выпуская <color=#f5d6c1>3</color> снаряда, которые наносят <color=#f5d6c1>10%</color> урона.",Enemigos explotan en <color=#f5d6c1>3</color> balas cuando los matas. Estas balas hacen <color=#f5d6c1>10%</color> de daño.,Enemigos explotan en <color=#f5d6c1>3</color> balas cuando los matas. Estas balas hacen <color=#f5d6c1>10%</color> de daño.,"Gegner explodieren in <color=#f5d6c1>3</color> Kugeln, wenn sie getötet werden. Diese Kugeln verursachen <color=#f5d6c1>10%</color> Schaden.",Przeciwnicy eksplodują i zamieniają się w <color=#f5d6c1>3</color> pociski po śmierci. Te pociski zadają <color=#f5d6c1>10%</color> obrażeń.,I nemici esplodono in <color=#f5d6c1>3</color> scheggie quando muoiono. Le scheggie infliggono il <color=#f5d6c1>10%</color> del danno.,Düşmanlar öldürüldüğünde <color=#f5d6c1>3</color> ayrı mermi fırlar. Bu mermiler <color=#f5d6c1>10%</color> hasar verir.,Les ennemis explosent en <color=#f5d6c1>3</color> balles lorsqu'ils sont tués. Ces balles infligent <color=#f5d6c1>10%</color> de dégâts.,"Ao serem abatidos, inimigos se transformam em <color=#f5d6c1>3</color> projéteis. Estes projéteis causam <color=#f5d6c1>10%</color> de dano.","Ao serem abatidos, inimigos se transformam em <color=#f5d6c1>3</color> projéteis. Estes projéteis causam <color=#f5d6c1>10%</color> de dano.",적들이 사망할 때 <color=#f5d6c1>3</color>개의 총알 파편을 흩뿌리며 폭발합니다. 이 조각은 <color=#f5d6c1>10%</color>의 대미지를 줍니다.,"Az elpusztult ellenségek <color=#f5d6c1>3</color> apró szilánkra hasadnak, amik a sebzésed <color=#f5d6c1>10%</color>-át okozzák."
reaper_rounds,Reaper Rounds,リーパーラウンド,死亡收割,死亡收割,Боеприпасы Жнеца,Rondas Asesinas,Rondas Asesinas,Kugeln des Sensenmannes,Pociski Żniwiarza,Anello del Mietitore,Biçen Mermiler,Balles faucheuses,Disparo Ceifador,Disparo Ceifador,사신의 탄환,Kaszáló Lövedékek
reaper_rounds_description,Bullets additionally pierce killed enemies.,弾は倒した敵を貫通する,子弹将穿透死亡的敌人。,子彈將穿透死亡的敵人。,Снаряды также пронзают павших врагов.,Las Balas penetran enemigos muertos.,Las Balas penetran enemigos muertos.,Projektile durchdringen nun getötete Gegner.,Pociski dodatkowo penetrują pokonanych wrogów.,I proiettili trapassano i nemici colpiti,Mermiler öldürdükleri düşmanları delip geçer.,Les balles transpercent également les ennemis tués.,Os disparos perfuram inimigos abatidos,Os disparos perfuram inimigos abatidos,적을 죽인 탄환은 관통력을 갖습니다.,A golyók a halott ellenségeket is átütik.
rapid_fire_name,Rapid Fire,高速射撃,快速射击,快速射擊,Беглый огонь,Balas Rápidas,Balas Rápidas,Schnellfeuer,Szybki Strzał,Colpo rapido,Hızlı Atış,Tir rapide,Fogo Rápido,Fogo Rápido,속사포,Gyorstüzelés
light_bullets_name,Light Bullets,軽量弾,轻型子弹,輕型子彈,Легкие снаряды,Balas Livianas,Balas Livianas,Leichte Schüsse,Lekkie Pociski,Proiettili leggeri,Hafif Mermiler,Balles-gomme,Balas Leves,Balas Leves,경량탄,Könnyű Golyók
rubber_bullets_name,Rubber Bullets,ゴム弾,橡胶子弹,橡膠子彈,Резиновые пули,Balas de Goma,Balas de Goma,Gummi Schüsse,Gumowe Pociski,Proiettili di gomma,Plastik Mermiler,Balles en caoutchouc,Balas de Borracha,Balas de Borracha,고무탄,Pattogó Golyók
siege_name,Siege,スタンディング攻撃,站姿射击,站姿射擊,Осада,Cercamiento,Cercamiento,Belagerung,Oblężenie,Assedio,Kuşatma,Siège,Cerco,Cerco,공성 모드,Ostrom
siege_description,Shooting when standing still has a <color=#f5d6c1>33%</color> chance of not consuming ammo.,止まった状態で攻撃すると<color=#f5d6c1>33%</color>の確率で弾が減らない。,站立状态下射击，有 <color=#f5d6c1>33%</color> 几率不消耗子弹。,站立狀態下射擊，有 <color=#f5d6c1>33%</color> 幾率不消耗子彈。,"Стреляя стоя на месте, с вероятностью в <color=#f5d6c1>33%</color> не расходуются снаряды.",Disparar al estar quieto tiene una chance del <color=#f5d6c1>33%</color> de no consumir munición.,Disparar al estar quieto tiene una chance del <color=#f5d6c1>33%</color> de no consumir munición.,"Schießen hat eine <color=#f5d6c1>33%</color> Chance keine Munition zu verbrauchen, während du dich nicht bewegst.",Strzelanie w bezruchu daje <color=#f5d6c1>33%</color> szansy by nie zużyć amunicji.,Sparare da fermi ha una possibilità del <color=#f5d6c1>33%</color> di non consumare munizioni.,Sabit dururken ateş etmek <color=#f5d6c1>33%</color> şansla mermi harcamaz.,Tirer en restant immobile a <color=#f5d6c1>33%</color> de chance de préserver les munitions.,Ficar parado enquanto dispara tem <color=#f5d6c1>33%</color> de chance de não consumir munição.,Ficar parado enquanto dispara tem <color=#f5d6c1>33%</color> de chance de não consumir munição.,정지 상태에서 사격 시 <color=#f5d6c1>33%</color>의 확률로 탄환을 소모하지 않습니다.,"Ha egyhelyben állsz és lősz, <color=#f5d6c1>33%</color> esély van arra, hogy ne használj lőszert."
ghost_friend_name,Ghost Friend,幽霊の友,幽灵伙伴,幽靈夥伴,Призрачный друг,Amigo Fantasma,Amigo Fantasma,Geisterfreund,Przyjaciółka Zjawa,Amico Fantasma,Hayalet Dost,Ami fantôme,Amigo Fantasma,Amigo Fantasma,꼬마 유령,Barátságos Szellem
ghost_friend_description,Summon a <color=#f5d6c1>Ghost Friend</color> that shoots piercing bullets for 22 damage.,22ダメージの貫通弾を発射する<color=#f5d6c1>幽霊の友</color>を召喚。,召唤一只 <color=#f5d6c1>幽灵伙伴</color> ，它将发射1枚造成22伤害的带有穿透效果的灵体子弹。,召喚一只 <color=#f5d6c1>幽靈夥伴</color> ，它將發射1枚造成22傷害的帶有穿透效果的靈體子彈。,"Призывает <color=#f5d6c1>Призрака</color>, который стреляет пронзающими снарядами с 22 ед. урона.",Invoca a un <color=#f5d6c1>Amigo Fantasma</color> que dispara balas penetrantes por 22 de daño.,Invoca a un <color=#f5d6c1>Amigo Fantasma</color> que dispara balas penetrantes por 22 de daño.,"Beschwöre einen <color=#f5d6c1>Geist</color>, der durchdringende Projektile schießt, die 22 Schaden verursachen.","Twoja postać przywołuje <color=#f5d6c1>Przyjacielską Zjawę</color>, która strzela penetrującymi pociskami zadającymi 22 obrażenia.",Evoca un <color=#f5d6c1>Fantasma Amico</color> che lancia proiettili perforanti da 22 danni.,"22 hasar veren, delici mermiler atan  <color=#f5d6c1>Hayalet Dost</color> çağır.",Invoque un <color=#f5d6c1>Ami fantôme</color> qui tire des balles perforantes pour 22 points de dégâts.,Invoca um <color=#f5d6c1>Amigo Fantasma</color> cujos disparos perfurantes causam 22 de dano cada.,Invoca um <color=#f5d6c1>Amigo Fantasma</color> cujos disparos perfurantes causam 22 de dano cada.,22 대미지의 적을 관통하는 총알을 발사하는 <color=#f5d6c1>꼬마 유령</color>을 소환합니다.,Megidézel egy <color=#f5d6c1>Barátságos Szellemet</color> ami átütő golyókat lő 22 sebzéssel.
in_sync_name,In Sync,同調,心领神会,步調一致,Синхронность,En Sincronia,En Sincronia,Synchronisiert,Synchronizacja,Sincronizzati!,Senkronize,En synchronisation,Em Sincronia,Em Sincronia,영혼 동기화,Összhang
in_sync_description,Your <color=#f5d6c1>Ghost Friend</color> now shoots towards where you aim.,<color=#f5d6c1>幽霊の友</color>が照準の方向へ弾を撃つ。,<color=#f5d6c1>幽灵伙伴</color> 向你瞄准的位置进行射击。,<color=#f5d6c1>幽靈夥伴</color> 向你瞄準的位置進行射擊。,"Стреляет туда же, куда и персонаж.",Tu <color=#f5d6c1>Amigo Fantasma</color> ahora dispara donde apuntas.,Tu <color=#f5d6c1>Amigo Fantasma</color> ahora dispara donde apuntas.,"Dein <color=#f5d6c1>Geisterfreund</color> schießt nun in die gleiche Richtung, in die du zielst.","<color=#f5d6c1>Przyjacielska Zjawa</color> będzie teraz strzelać w miejsce, w które wycelujesz.",Il tuo <color=#f5d6c1>Fantasma Amico</color> ora spara nella direzione in cui tu miri.,<color=#f5d6c1>Hayalet Dostun</color> nereye bakarsan oraya ateş eder.,Ton <color=#f5d6c1>Ami fantôme</color> tire maintenant vers l'endroit où vous visez.,Agora o seu <color=#f5d6c1>Amigo Fantasma</color> dispara na direção da sua mira.,Agora o seu <color=#f5d6c1>Amigo Fantasma</color> dispara na direção da sua mira.,이제 <color=#f5d6c1>꼬마 유령</color>은 당신이 조준하는 방향으로 공격합니다.,"A <color=#f5d6c1>Barátságos Szellem</color> mostmár arra lő, amerre célzol."
vengeful_ghost_name,Vengeful Ghost,復讐の霊,复仇之灵,復仇之靈,Мстительный призрак,Fantasma Vengativo,Fantasma Vengativo,Rachsüchtiger Geist,Mściwa Zjawa,Fantasma Vendicativo,Kinci Hayalet,Fantôme vengeur,Fantasma Vingativo,Fantasma Vingativo,복수의 화신,Bosszúálló Szellem
vengeful_ghost_description,Your <color=#f5d6c1>Ghost Friend</color> shoots <color=#f5d6c1>1</color> additional projectiles.,<color=#f5d6c1>幽霊の友</color>が追加で弾を<color=#f5d6c1>1</color>発撃つ。,<color=#f5d6c1>幽灵伙伴</color> 每发弹丸数量 <color=#f5d6c1>+1</color> 。,<color=#f5d6c1>幽靈夥伴</color> 每發彈丸數量 <color=#f5d6c1>+1</color> 。,Призрачный друг выпускает 1 дополнительных заряда.,Tu <color=#f5d6c1>Amigo Fantasma</color> dispara <color=#f5d6c1>1</color> proyectiles adicionales.,Tu <color=#f5d6c1>Amigo Fantasma</color> dispara <color=#f5d6c1>1</color> proyectiles adicionales.,Dein <color=#f5d6c1>Geisterfreund</color> schießt nun <color=#f5d6c1>1</color> Projektile mehr.,<color=#f5d6c1>Przyjacielska Zjawa</color> wystrzeliwuje teraz <color=#f5d6c1>1</color> dodatkowe pociski.,Il tuo <color=#f5d6c1>Fantasma Amico</color> ora spara <color=#f5d6c1>1</color> proiettili in più.,<color=#f5d6c1>Hayalet Dostun</color> ilave olarak <color=#f5d6c1>1</color> mermi daha ateşler.,Votre <color=#f5d6c1>Ami fantôme</color> tire <color=#f5d6c1>1</color>projectiles supplémentaires.,O seu <color=#f5d6c1>Amigo Fantasma</color> dispara <color=#f5d6c1>1</color> projéteis adicionais.,O seu <color=#f5d6c1>Amigo Fantasma</color> dispara <color=#f5d6c1>1</color> projéteis adicionais.,<color=#f5d6c1>꼬마 유령</color>이 <color=#f5d6c1>1</color>개의 총알을 더 발사합니다.,A <color=#f5d6c1>Barátságos Szellem</color> <color=#f5d6c1>1</color> másik lövedéket lő.
anger_point_name,Anger Point,激怒,暴怒,暴怒,Точка кипения,Punto de Furia,Punto de Furia,Wutpunkt,Punkt Złości,Esplosione di Rabbia,Sinir Noktası,Point de colère,Raiva Fervente,Raiva Fervente,분노,Dühkitörés
fusillade_name,Fusillade,斉射,枪林弹雨,槍林彈雨,Раздвоение,Fusilamiento,Fusilamiento,Gewehrfeuer,Ostrzał,Sparatoria,Yaylım Ateşi,Fusillade,Fuzilaria,Fuzilaria,일제 사격,Golyószóró
fusilade_description,Doubles base projectiles.,基本の発射数が2倍になる,基础弹丸数量翻倍。,基礎彈丸數量翻倍。,Удваивает количество снарядов.,Duplica los projectiles base.,Duplica los projectiles base.,Verdoppelt Grundanzahl der Projektile.,Podwaja podstawową ilość pocisków.,Raddoppia i proiettili di base,Taban mermi sayını ikiye katlar.,Double les projectiles de base.,Dobra a quantidade base de projéteis.,Dobra a quantidade base de projéteis.,기본 발사체를 두 배로 늘립니다.,Megduplázza az alap lövedékeket.
energetic_friends,Energetic Friends,元気な友,活力伙伴,活力夥伴,Энергичный друг,Amigos Energéticos,Amigos Energéticos,Energische Freunde,Energetyczni Przyjaciele,Amici energetici,Enerjik Dostlar,Amis énergétiques,Amigos Enérgicos,Amigos Enérgicos,활기찬 유령,Izgatott Barátok
anger_point_description,Increase Bullet Damage and Fire Rate by <color=#f5d6c1>+50%</color> when you get hit. This bonus lasts for 15 seconds.,ダメージを受けた時、弾のダメージと発射速度に<color=#f5d6c1>50%</color>追加。このボーナスは15秒間持続。,受伤时，子弹伤害及射速 <color=#f5d6c1>+50%</color> 。效果持续15秒。,受傷時，子彈傷害及射速 <color=#f5d6c1>+50%</color> 。效果持續15秒。,"При получении урона, увеличивает урон и скорость стрельбы персонажа на <color=#f5d6c1>50%</color> на 15 секунд.",Incrementa el Daño de Bala y la Cadencia por <color=#f5d6c1>+50%</color> cuando te golpean. Este extra dura por 15 segundos.,Incrementa el Daño de Bala y la Cadencia por <color=#f5d6c1>+50%</color> cuando te golpean. Este extra dura por 15 segundos.,"Erhöhe Waffenschaden und Feuerrate für <color=#f5d6c1>+50%</color>, wenn du getroffen wirst. Dieser Bonus hält für 15 Sekunden an.",Zwiększ obrażenia pocisku i szybkostrzelność o <color=#f5d6c1>+50%</color> po trafieniu twojej postaci przez przeciwnika. Ten bonus trwa 15 sekund.,Aumenta il danno dei proiettili e la velocità d'attacco del <color=#f5d6c1>+50%</color> quando sei colpito. Questo bonus dura 15 secondi.,Hasar alınca Mermi Hasarı ve Atış Hızı <color=#f5d6c1>50%</color> artar. Bu bonus 15 saniye sürer.,Augmente les dégâts des balles et la cadence de tir de <color=#f5d6c1>+50%</color> lorsque vous êtes touché. Ce bonus dure 15 secondes.,Aumenta o Dano do Disparo e Taxa de Disparo em <color=#f5d6c1>+50%</color> quando você for atingido. Este bônus dura por 15 segundos.,Aumenta o Dano do Disparo e Taxa de Disparo em <color=#f5d6c1>+50%</color> quando você for atingido. Este bônus dura por 15 segundos.,적에게 공격을 받았을 때 탄환 피해량과 연사 속도를 <color=#f5d6c1>50%</color> 증가시킵니다. 이 효과는 15초간 지속됩니다.,Megnövekedik a Golyó Sebzés és Tűzgyorsaság <color=#f5d6c1>+50%</color>-al amikor eltalálnak. Ez a bónusz 15 másodpercig tart.
giant_name,Giant,巨大化,巨人,巨人,ВЕЛИКАН,Gigante,Gigante,Gigant,Gigant,Golia,Dev,Géant,Gigante,Gigante,거대화,Óriás
regeneration_name,Regeneration,再生,再生,再生,Регенерация,Regeneración,Regeneración,Regeneration,Regeneracja,Rigenerazione,Rejenerasyon,Régénération,Regeneração,Regeneração,재생,Regeneráció
regeneration_description,Heal <color=#f5d6c1>1</color> HP every <color=#f5d6c1>90</color> seconds.,<color=#f5d6c1>90</color>秒ごとに<color=#f5d6c1>1</color>HPを回復させる。,每 <color=#f5d6c1>90</color> 秒恢复 <color=#f5d6c1>1</color> 点血量。,每 <color=#f5d6c1>90</color> 秒恢復 <color=#f5d6c1>1</color> 點血量。,Восстанавливает 1 ОЗ каждые 90 секунд.,Cura <color=#f5d6c1>1</color> de SP cada <color=#f5d6c1>90</color> segundos.,Cura <color=#f5d6c1>1</color> de SP cada <color=#f5d6c1>90</color> segundos.,Heile <color=#f5d6c1>einen</color> Lebenspunkt alle <color=#f5d6c1>90</color> Sekunden.,Ulecz <color=#f5d6c1>1</color> HP co każde <color=#f5d6c1>90</color> sekund.,Rigenera <color=#f5d6c1>1</color> HP ogni <color=#f5d6c1>90</color> secondi.,Her <color=#f5d6c1>90</color> saniyede <color=#f5d6c1>1</color> can yeniler.,Soigne <color=#f5d6c1>1</color> PV toutes les <color=#f5d6c1>90</color> secondes.,Cura <color=#f5d6c1>1</color> PV a cada <color=#f5d6c1>90</color> segundos.,Cura <color=#f5d6c1>1</color> PV a cada <color=#f5d6c1>90</color> segundos.,<color=#f5d6c1>90</color>초마다 <color=#f5d6c1>1</color> HP를 회복합니다.,Gyógyulj <color=#f5d6c1>1</color> Életerőt <color=#f5d6c1>90</color> másodpercenként.
